Time,Type,Location,Index,M,L,U
2015,nods,Andhra_Pradesh,PrevA,0.00178376271849257,0.001253913977385599,0.0024638710734618237
2015,nods,Andhra_Pradesh,PrevS,7.39211739975735e-4,4.4611347678399503e-4,0.0011327341927499608
2015,nods,Andhra_Pradesh,PrevC,5.2193626700214e-4,2.825329368838135e-4,8.578126419595285e-4
2015,nods,Andhra_Pradesh,TpPub,6.728264328983099e-4,6.646413226085276e-4,6.815544913333299e-4
2015,nods,Andhra_Pradesh,TpEng,6.783797581554239e-5,5.611266089452399e-6,1.949761799401391e-4
2015,nods,Andhra_Pradesh,TpPri,4.9392728369491e-4,1.47303252272004e-4,8.695374775866395e-4
2015,nods,Andhra_Pradesh,FpPub,1.3743863312181998e-4,1.35734577711405e-4,1.3920483016718503e-4
2015,nods,Andhra_Pradesh,FpEng,1.1971407496860424e-5,9.902234275504234e-7,3.4407561165907306e-5
2015,nods,Andhra_Pradesh,FpPri,1.1611766620181e-4,3.6225313378405934e-5,3.8546961395396416e-4
2015,nods,Andhra_Pradesh,TxPub,8.10226313892085e-4,8.004423049964196e-4,8.207449465441146e-4
2015,nods,Andhra_Pradesh,TxEng,7.980938331240281e-5,6.601489517002822e-6,2.293837411060466e-4
2015,nods,Andhra_Pradesh,TxPri,6.3776586161863e-4,1.906130383522105e-4,0.0012378659286613513
2015,nods,Andhra_Pradesh,CarePri,7.038594335347849e-4,3.651876850297585e-4,0.0012734732968881293
2015,nods,Andhra_Pradesh,IncR,0.00241824451504167,0.002119274041554594,0.00282163166012211
2015,nods,Andhra_Pradesh,CNR_Acf,4.591889839845333e-5,4.496821685554537e-5,4.677977355988271e-5
2015,nods,Andhra_Pradesh,CNR_Pub,0.00154803955051933,0.001530234437404973,0.001566057855282366
2015,nods,Andhra_Pradesh,CNR_Eng,5.7652659731171e-4,5.703800616417846e-4,5.838260085842165e-4
2015,nods,Andhra_Pradesh,PPV_Pub,0.85,0.85,0.8500000000000001
2015,nods,Andhra_Pradesh,PPV_Eng,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Andhra_Pradesh,PPV_Acf,0.17886410259662852,0.14523627898899735,0.21276155270836972
2015,nods,Arunachal_Pradesh,PrevA,0.0021203787497502897,0.0014746385010369724,0.002979010475151285
2015,nods,Arunachal_Pradesh,PrevS,7.22266621778625e-4,4.072779299613635e-4,0.0012338750465765338
2015,nods,Arunachal_Pradesh,PrevC,7.03407162717295e-4,3.85059149428182e-4,0.00126727179805807
2015,nods,Arunachal_Pradesh,TpPub,0.0012125237444060698,0.0011424842197727705,0.0012445774099084687
2015,nods,Arunachal_Pradesh,TpEng,2.7916346382201965e-6,2.7198768392302864e-7,5.387846362352059e-6
2015,nods,Arunachal_Pradesh,TpPri,3.856603828707628e-5,1.7670635709498998e-6,2.821637154833906e-4
2015,nods,Arunachal_Pradesh,FpPub,2.2844732813039e-4,2.1610099043154252e-4,2.35146817091216e-4
2015,nods,Arunachal_Pradesh,FpEng,4.926414067447406e-7,4.799782657465211e-8,9.507964168856575e-7
2015,nods,Arunachal_Pradesh,FpPri,3.753771017547262e-5,8.746173082316042e-7,3.253185792733006e-4
2015,nods,Arunachal_Pradesh,TxPub,0.001441283286338985,0.0013587660437518175,0.0014805792773892594
2015,nods,Arunachal_Pradesh,TxEng,3.2842760449649374e-6,3.199855104976807e-7,6.338642779237716e-6
2015,nods,Arunachal_Pradesh,TxPri,8.893831698208405e-5,3.3315569713449413e-6,5.460552965863454e-4
2015,nods,Arunachal_Pradesh,CarePri,9.167843981602693e-5,6.764210513112106e-6,5.517389565239518e-4
2015,nods,Arunachal_Pradesh,IncR,0.002914336837331805,0.002555977401048794,0.003408001521590378
2015,nods,Arunachal_Pradesh,CNR_Acf,3.679910268009038e-5,3.304729717185158e-5,4.1293018073789114e-5
2015,nods,Arunachal_Pradesh,CNR_Pub,0.0028757309201191354,0.002726932002576397,0.002949135649540091
2015,nods,Arunachal_Pradesh,CNR_Eng,1.4444908821787972e-5,1.1592549576193304e-5,1.7740943211560603e-5
2015,nods,Arunachal_Pradesh,PPV_Pub,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Arunachal_Pradesh,PPV_Eng,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Arunachal_Pradesh,PPV_Acf,0.20444162823519813,0.1619366489066573,0.24961408155673576
2015,nods,Assam,PrevA,0.002370396143161325,0.0016297886028115815,0.003218504245919315
2015,nods,Assam,PrevS,8.0880580385173e-4,4.055850226033935e-4,0.0012675933766899444
2015,nods,Assam,PrevC,7.5822730902869e-4,3.916313704372005e-4,0.0012689342012905639
2015,nods,Assam,TpPub,6.066924535049699e-4,5.95178122835709e-4,6.19268734793686e-4
2015,nods,Assam,TpEng,3.5832772484498465e-5,2.480140042916105e-6,8.104817970613706e-5
2015,nods,Assam,TpPri,1.4728717951682e-4,2.926167093096955e-5,3.748613213727677e-4
2015,nods,Assam,FpPub,1.1034915506894e-4,1.08323971301023e-4,1.124688358228505e-4
2015,nods,Assam,FpEng,6.323430438440908e-6,4.3767177227931276e-7,1.4302619948141837e-5
2015,nods,Assam,FpPri,4.6374070237308645e-5,6.484498490801214e-6,2.5995434067329097e-4
2015,nods,Assam,TxPub,7.1706543498832e-4,7.03375739013286e-4,7.31706383958224e-4
2015,nods,Assam,TxEng,4.215620292293938e-5,2.9178118151954177e-6,9.535079965427887e-5
2015,nods,Assam,TxPri,1.9239946119104e-4,3.943120353115937e-5,5.745291338990058e-4
2015,nods,Assam,CarePri,2.4213630299676998e-4,1.1233028439622652e-4,6.428349131081436e-4
2015,nods,Assam,IncR,0.0020359359029531654,0.0016615335184971655,0.002515068882991693
2015,nods,Assam,CNR_Acf,8.454806660431083e-6,8.082551472275895e-6,8.82138330513063e-6
2015,nods,Assam,CNR_Pub,0.0014372773882472948,0.0014120306230026125,0.0014629264752646749
2015,nods,Assam,CNR_Eng,2.5869939885285497e-4,2.5383683128830654e-4,2.63841414561533e-4
2015,nods,Assam,PPV_Pub,0.85,0.85,0.85
2015,nods,Assam,PPV_Eng,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Assam,PPV_Acf,0.21800480315619894,0.17513557772687924,0.25888243560702473
2015,nods,Bihar,PrevA,0.001668694437945365,0.0012910319750963097,0.0021624670846443527
2015,nods,Bihar,PrevS,7.461382233845751e-4,4.8564277341870944e-4,0.0010987020338112641
2015,nods,Bihar,PrevC,3.6570874978180496e-4,1.9608241133749947e-4,6.27650443541589e-4
2015,nods,Bihar,TpPub,1.9881280926112e-4,1.97921584546444e-4,1.9952586838445848e-4
2015,nods,Bihar,TpEng,9.014027329351534e-5,9.536316686269408e-6,1.644794461010585e-4
2015,nods,Bihar,TpPri,1.64523746011915e-4,2.3204852701901777e-5,8.513917805286172e-4
2015,nods,Bihar,FpPub,4.237698006646978e-5,4.2056391779657156e-5,4.269483029955742e-5
2015,nods,Bihar,FpEng,1.5907107051796832e-5,1.6828794152240135e-6,2.9025784606070135e-5
2015,nods,Bihar,FpPri,1.2741977224358e-4,7.600283536225793e-6,0.0016877046583262893
2015,nods,Bihar,TxPub,2.4117096639709502e-4,2.4016431844098301e-4,2.420217147653625e-4
2015,nods,Bihar,TxEng,1.0604738034530501e-4,1.121919610149342e-5,1.93505230707128e-4
2015,nods,Bihar,TxPri,3.1077638386005997e-4,3.08759277967046e-5,0.002395204723371673
2015,nods,Bihar,CarePri,4.5398587302172496e-4,1.194671278164625e-4,0.002534804528200129
2015,nods,Bihar,IncR,0.00165942366986399,0.00126875453102062,0.002250711611772895
2015,nods,Bihar,CNR_Acf,1.8122728004544127e-5,1.780571454648022e-5,1.8412007641207128e-5
2015,nods,Bihar,CNR_Pub,5.16593270164775e-4,5.148151018270145e-4,5.183001507169761e-4
2015,nods,Bihar,CNR_Eng,4.2266162887393e-4,4.2103875200057795e-4,4.24304563877345e-4
2015,nods,Bihar,PPV_Pub,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Bihar,PPV_Eng,0.85,0.85,0.8500000000000001
2015,nods,Bihar,PPV_Acf,0.16511040296705967,0.13806957431647013,0.19867997548521582
2015,nods,Chandigarh,PrevA,0.002836430593144,0.001828396144527187,0.004026806897720834
2015,nods,Chandigarh,PrevS,3.9819539804363e-4,1.2539194724863902e-4,0.0010069608188786534
2015,nods,Chandigarh,PrevC,4.2548366566905497e-4,1.326419997120255e-4,9.982773652074412e-4
2015,nods,Chandigarh,TpPub,0.001693283695190005,0.001649984747400243,0.00172521019105946
2015,nods,Chandigarh,TpEng,4.257199753833199e-5,2.6785915893288956e-6,7.412825493463663e-5
2015,nods,Chandigarh,TpPri,1.38886739978375e-4,1.8245987690397177e-5,6.879737272495148e-4
2015,nods,Chandigarh,FpPub,3.0835173583549497e-4,3.00359690411216e-4,3.1347501191297556e-4
2015,nods,Chandigarh,FpEng,7.512705447940941e-6,4.7269263341098176e-7,1.3081456753171173e-5
2015,nods,Chandigarh,FpPri,8.363907841579628e-5,5.812771013185315e-6,7.278637776711352e-4
2015,nods,Chandigarh,TxPub,0.002001666235021655,0.0019510392725118801,0.002038383826440148
2015,nods,Chandigarh,TxEng,5.008470298627293e-5,3.1512842227398777e-6,8.72097116878078e-5
2015,nods,Chandigarh,TxPri,2.3840280102360001e-4,2.84322210897901e-5,0.0013229657851257406
2015,nods,Chandigarh,CarePri,2.9342310428519497e-4,9.3809770077946e-5,0.0013758558675621736
2015,nods,Chandigarh,IncR,0.003989987879530105,0.0035709707683541365,0.004536662171221488
2015,nods,Chandigarh,CNR_Acf,2.3670773063001982e-5,1.9473068391893282e-5,2.797651017196779e-5
2015,nods,Chandigarh,CNR_Pub,0.00537373213791788,0.005244069989529037,0.005485580406400348
2015,nods,Chandigarh,CNR_Eng,4.92041763188825e-4,4.676766704983355e-4,5.175000314516505e-4
2015,nods,Chandigarh,PPV_Pub,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Chandigarh,PPV_Eng,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Chandigarh,PPV_Acf,0.20766025638374783,0.15759614535796496,0.2617371337876387
2015,nods,Chhattisgarh,PrevA,0.0031236090165015704,0.002346139735080273,0.004172406982269991
2015,nods,Chhattisgarh,PrevS,3.85938747663965e-4,1.3960504034697996e-4,7.866605098507026e-4
2015,nods,Chhattisgarh,PrevC,2.0765642048315e-4,7.293137131543628e-5,5.253917084302325e-4
2015,nods,Chhattisgarh,TpPub,6.156506824207899e-4,6.120313904358436e-4,6.19166481667667e-4
2015,nods,Chhattisgarh,TpEng,6.078612875611964e-5,2.8569189862848802e-6,1.6879596398928313e-4
2015,nods,Chhattisgarh,TpPri,3.89162987770345e-4,1.0566927143706656e-4,7.436602100062855e-4
2015,nods,Chhattisgarh,FpPub,1.2397994487463e-4,1.229954978997435e-4,1.25014086239841e-4
2015,nods,Chhattisgarh,FpEng,1.0726963898138761e-5,5.041621740502731e-7,2.9787523056933288e-5
2015,nods,Chhattisgarh,FpPri,9.995100787070149e-5,2.32512698880355e-5,3.4632549978366717e-4
2015,nods,Chhattisgarh,TxPub,7.3963833172985e-4,7.353924706444185e-4,7.436475840857185e-4
2015,nods,Chhattisgarh,TxEng,7.15130926542584e-5,3.3610811603351533e-6,1.9858348704621963e-4
2015,nods,Chhattisgarh,TxPri,5.209131077174251e-4,1.3827044510873e-4,0.0010776558908808505
2015,nods,Chhattisgarh,CarePri,5.816866507300799e-4,2.90560744601885e-4,0.001094344865335998
2015,nods,Chhattisgarh,IncR,0.00209427292570005,0.0017294260312082819,0.0025100405955566984
2015,nods,Chhattisgarh,CNR_Acf,3.889357487622202e-5,3.781098230585222e-5,4.0152574247773076e-5
2015,nods,Chhattisgarh,CNR_Pub,0.0013973327239998551,0.001389493873883297,0.0014052849790129947
2015,nods,Chhattisgarh,CNR_Eng,5.521603804535401e-4,5.47751585764976e-4,5.56181201987465e-4
2015,nods,Chhattisgarh,PPV_Pub,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Chhattisgarh,PPV_Eng,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Chhattisgarh,PPV_Acf,0.20981769422817526,0.17272592894305905,0.25754397533883316
2015,nods,Delhi,PrevA,0.003032271236512445,0.0021220572455732866,0.0040286882895156
2015,nods,Delhi,PrevS,8.42280343945e-4,4.3311989610760754e-4,0.0015099478397714702
2015,nods,Delhi,PrevC,6.04859998957215e-4,2.48706971581828e-4,0.0011423331406840791
2015,nods,Delhi,TpPub,0.00133197073738436,0.0013134365538689777,0.0013482748232117175
2015,nods,Delhi,TpEng,7.455122414064937e-5,8.014026317678971e-6,2.62701412998273e-4
2015,nods,Delhi,TpPri,7.10105932336995e-4,2.06763485869283e-4,0.0012376759566014813
2015,nods,Delhi,FpPub,2.4327148231123e-4,2.39708017438675e-4,2.463023508990315e-4
2015,nods,Delhi,FpEng,1.3156098377761657e-5,1.4142399384139365e-6,4.635907288204889e-5
2015,nods,Delhi,FpPri,1.7600454273862998e-4,5.342145399737804e-5,5.18268361841676e-4
2015,nods,Delhi,TxPub,0.001575011198418015,0.0015529770844240963,0.0015942816574982554
2015,nods,Delhi,TxEng,8.770732251841103e-5,9.428266256092906e-6,3.090604858803171e-4
2015,nods,Delhi,TxPri,9.1317564621546e-4,2.984710640404275e-4,0.001775131736768585
2015,nods,Delhi,CarePri,9.916364166311351e-4,5.36795164398759e-4,0.0018590326620997026
2015,nods,Delhi,IncR,0.004335155181380284,0.003849277472459557,0.0050405367949501075
2015,nods,Delhi,CNR_Acf,2.2640533065828058e-5,2.1725283201777313e-5,2.3493639777821345e-5
2015,nods,Delhi,CNR_Pub,0.0039320047049536955,0.0038826401031138973,0.003974713604858887
2015,nods,Delhi,CNR_Eng,0.00137582875400057,0.0013582235580331824,0.001391403633462139
2015,nods,Delhi,PPV_Pub,0.85,0.8499999999999999,0.8500000000000001
2015,nods,Delhi,PPV_Eng,0.85,0.8499999999999999,0.85
2015,nods,Delhi,PPV_Acf,0.24510120649982195,0.19014511469435025,0.2902665386495415
2015,nods,Gujarat,PrevA,0.00156116794691182,0.0010831595570765815,0.002047197889441737
2015,nods,Gujarat,PrevS,1.98446292669915e-4,6.784918112251478e-5,4.431072392786645e-4
2015,nods,Gujarat,PrevC,2.6485604169808503e-4,8.443191034323262e-5,5.683976949281714e-4
2015,nods,Gujarat,TpPub,7.5343116636967e-4,7.465445588670139e-4,7.615714680595769e-4
2015,nods,Gujarat,TpEng,3.467980262859314e-5,3.5481580604818945e-6,1.2098078200628255e-4
2015,nods,Gujarat,TpPri,0.001042210002954715,6.943616765940725e-4,0.001298751701304983
2015,nods,Gujarat,FpPub,1.5514532788931502e-4,1.535991609016915e-4,1.567903651767645e-4
2015,nods,Gujarat,FpEng,6.11996516975173e-6,6.261455400850404e-7,2.1349549765815796e-5
2015,nods,Gujarat,FpPri,2.0587827855739e-4,1.324440523728755e-4,3.8149503756787853e-4
2015,nods,Gujarat,TxPub,9.08533646095545e-4,9.003863952907491e-4,9.180726846371025e-4
2015,nods,Gujarat,TxEng,4.079976779834487e-5,4.174303600566935e-6,1.4233033177210255e-4
2015,nods,Gujarat,TxPri,0.001257841551874925,8.36537308951957e-4,0.0016328717427925256
2015,nods,Gujarat,CarePri,0.001311152230619995,9.303191350222591e-4,0.001640976859765359
2015,nods,Gujarat,IncR,0.002582580072284595,0.0023868844326796973,0.0028942397342497494
2015,nods,Gujarat,CNR_Acf,5.055262009504849e-5,4.9750794212125214e-5,5.1358468066436316e-5
2015,nods,Gujarat,CNR_Pub,0.0017874941099910251,0.0017731489616666194,0.001805094778453856
2015,nods,Gujarat,CNR_Eng,9.3060658043931e-4,9.21904819283915e-4,9.411448590283865e-4
2015,nods,Gujarat,PPV_Pub,0.85,0.85,0.8500000000000001
2015,nods,Gujarat,PPV_Eng,0.85,0.85,0.85
2015,nods,Gujarat,PPV_Acf,0.1270283451295764,0.09721543630590437,0.1599507660731408
2015,nods,Haryana,PrevA,0.00270021471820467,0.0017577032894790009,0.00431369846241256
2015,nods,Haryana,PrevS,0.0011271034913783351,5.085662997388915e-4,0.002035834070884043
2015,nods,Haryana,PrevC,3.16932605249155e-4,5.047029062155324e-5,9.076887822612571e-4
